Chave Secundária    ,Chave               ,Categorias                                                                                          ,
1759                ,12257               ,['Male singers']                                                                                    
1760                ,12260               ,['Children of clergy']                                                                              
0                   ,12261               ,2021-09-10                                                                                          
1761                ,12266               ,['Software engineering']                                                                            
1762                ,12274               ,['Bible and astrology']                                                                             
0                   ,12277               ,2015-05-20                                                                                          
1763                ,12279               ,['Games with music']                                                                                
0                   ,12280               , 'Geraldine Rose']                                                                                                                                                                                                                                                                                                                                                                              
0                   ,12283               ,2018-07-26                                                                                          
1764                ,12289               ,['North Carolina']                                                                                  
0                   ,12295               ,2003-10-22                                                                                          
1765                ,12299               , Artists
1766                ,12300               ,['Raymond W. Settle'
0                   ,12302               ,2011-01-05                                                                                          
1767                ,12305               ,McGraw-Hill Osborne Media                                                                           
0                   ,12308               ,2016-10-28                                                                                          
1768                ,12309               ,['Submarine captains']                                                                              
1769                ,12311               ,['Obi']                                                                                             
0                   ,12313               ,2009-06-04                                                                                          
1770                ,12316               ,['Speechwriting']                                                                                   
1771                ,12319               ,['Precious stones']                                                                                 
0                   ,12322               ,2011-11-01                                                                                          
1772                ,12327               ,['Russia']                                                                                          
1773                ,12329               ,Newsouth Incorporated                                                                               
0                   ,12332               ,2005-05-27                                                                                          
0                   ,12333               , Ammageddon Run and the Guardians)                                                                                                                                                                                                                                                                                                                                              
0                   ,12340               ,1986-10-01                                                                                          
1774                ,12342               ,['Rock music']                                                                                      
1775                ,12344               ,['Automobiles']                                                                                     
0                   ,12351               ,1997-07-13                                                                                          
0                   ,12354               ,['Janet Wilson']                                                                                                                                                                                                                                                                                                                                                                                                
0                   ,12356               ,2017-08-12                                                                                          
0                   ,12361               ,1981-03-01                                                                                          
1776                ,12370               ,['Fiction in English']                                                                              
0                   ,12374               ,1895                                                                                                
1777                ,12384               ,['Gunsmiths']                                                                                       
0                   ,12391               ,2008-04-01                                                                                          
1778                ,12395               ,['Capital movements']                                                                               
0                   ,12397               , 'Sidney Namingha']                                                                                                                                                                                                                                                                                                                          
1779                ,12398               ,['Inventory control']                                                                               
1780                ,12401               ,["Children's questions and answers"]                                                                
0                   ,12411               ,1998-10-08                                                                                          
1781                ,12417               ,*Howell Book House                                                                                  
1782                ,12419               ,['Dinosaurs']                                                                                       
1783                ,12421               ,['Aging']                                                                                           
1784                ,12434               ,['Science and state']                                                                               
1785                ,12437               ,['Leadership']                                                                                      
1786                ,12440               ,Medicine Bear Pub                                                                                   
1787                ,12442               ,['Broach
1788                ,12448               ,['Paul G. Stern'
0                   ,12454               , 'Catherine P. Seipel']                                                                                                                                                                                                                                                                                                                           
1789                ,12455               ,['Snipers']                                                                                         
0                   ,12456               ,2012-07-10                                                                                          
0                   ,12457               , 'Julie T. Beecherl']                                                                                                                                                                                                                                                                                                                                                   
1790                ,12464               ,New York : Bowker                                                                                   
0                   ,12468               ,2014-10-31                                                                                          
0                   ,12472               ,2002-06                                                                                             
1791                ,12482               ,New York ; Toronto : McGraw-Hill                                                                    
1792                ,12484               ,['Butterflies']                                                                                     
0                   ,12498               ,2016-02-16                                                                                          
1793                ,12504               ,['Bagnell Dam (Mo.)']                                                                               
0                   ,12512               ,1990-03-29                                                                                          
0                   ,12514               ,2015-11-30                                                                                          
1794                ,12519               ,InterVarsity Press                                                                                  
0                   ,12529               ,2005-05-24                                                                                          
0                   ,12534               ,2004-09-14                                                                                          
1795                ,12537               ,['Guilt']                                                                                           
0                   ,12539               ,1990-09-11                                                                                          
1796                ,12546               ,['Aphrodisiacs']                                                                                    
0                   ,12556               ,2012-11-02                                                                                          
1797                ,12560               ,West Group                                                                                          
1798                ,12566               ,['Ptolemaic dynasty
0                   ,12570               ,1843                                                                                                
0                   ,12578               ,2009-07-24                                                                                          
0                   ,12590               ,2003-01-01                                                                                          
0                   ,12593               ,1953-01-02                                                                                          
1799                ,12595               ,['Liberalism']                                                                                      
1800                ,12605               , Donovan
1801                ,12608               ,['Land use']                                                                                        
1802                ,12610               ,Richard Dennis Publications Di                                                                      
0                   ,12613               ,1989-09-25                                                                                          
0                   ,12624               ,1990-10-26                                                                                          
0                   ,12628               ,2007-03-06                                                                                          
0                   ,12649               ,2012-11-24                                                                                          
1803                ,12653               ,['Yoga']                                                                                            
0                   ,12663               ,2013-05-24                                                                                          
1804                ,12666               ,Sweet Valley                                                                                        
1805                ,12669               ,['Vocational guidance.']                                                                            
1806                ,12677               ,['Anorexia nervosa']                                                                                
1807                ,12692               ,Wentworth Press                                                                                     
0                   ,12697               ,2008-03-06                                                                                          
0                   ,12699               ,2002-06-01                                                                                          
1808                ,12700               ,['Cadillac automobile']                                                                             
0                   ,12705               , N.Y.)']                                                                                                                                                                                                                                                                                                           
1809                ,12707               ,['Alphabet']                                                                                        
1810                ,12710               ,['Asset-backed financing']                                                                          
1811                ,12713               ,['Buses']                                                                                           
0                   ,12716               , 'Ted Spiegel']                                                                                                                                                                                                                                                                                                                                             
0                   ,12722               ,2008-01-09                                                                                          
1812                ,12723               ,['Catholic Church']                                                                                 
1813                ,12725               ,['Insect pests']                                                                                    
1814                ,12726               ,['Bishops']                                                                                         
0                   ,12732               ,2017-12-22                                                                                          
0                   ,12735               ,2000-10                                                                                             
1815                ,12736               ,HarperCollins Publishers                                                                            
0                   ,12748               ,2015-01-16                                                                                          
1816                ,12757               ,['Gettysburg (Pa.)']                                                                                
0                   ,12761               ,2012-02-07                                                                                          
1817                ,12775               ,['Plane trigonometry']                                                                              
0                   ,12779               , 'Nikos Apostolopoulos']                                                                                                                                                                                                                                                                                                                              
0                   ,12782               ,1997-07-17                                                                                          
0                   ,12786               ,2008-05-05                                                                                          
0                   ,12787               ,2010-10-26                                                                                          
0                   ,12807               ,1996-11-15                                                                                          
0                   ,12810               ,2015-12-22                                                                                          
0                   ,12814               ,2015-11-01                                                                                          
1818                ,12816               ,Zeig Tucker & Theisen Publishers                                                                    
1819                ,12818               , B.C. : Loonbook by Island Art Creations                                                    
0                   ,12822               ,1911                                                                                                
1820                ,12831               ,['Collaborationists']                                                                               
1821                ,12841               , India                                                                 
0                   ,12846               ,2003-01-24                                                                                          
1822                ,12849               ,Createspace Independent Publishing Platform                                                         
0                   ,12853               ,1999-08-11                                                                                          
1823                ,12859               ,['Photographic lenses']                                                                             
1824                ,12862               ,['Christianity and antisemitism']                                                                   
1825                ,12865               ,Resource Pub                                                                                        
0                   ,12866               ,2006-03                                                                                             
1826                ,12876               , 'Leslie Green'
1827                ,12884               ,Taylor & Francis                                                                                    
0                   ,12889               , 'Jane A. Williams']                                                                                                                                                                                                                                                                                                                                                                            
0                   ,12899               ,2021-02-18                                                                                          
1828                ,12906               ,UNM Press                                                                                           
0                   ,12907               ,['Sarah C. Chambers']                                                                                                                                                                                                                                                                                                                                                                                           
1829                ,12919               ,['Plantations']                                                                                     
1830                ,12925               ,['Brisbane (Qld.)']                                                                                 
1831                ,12929               ,National Assn for the Education                                                                     
0                   ,12933               ,2001-06-01                                                                                          
1832                ,12934               ,Lww                                                                                                 
1833                ,12939               ,['Gary G. Sick'
0                   ,12949               ,2018-01-02                                                                                          
0                   ,12952               , NY)']                                                                                                                                                                                                                                                                                                                                         
0                   ,12953               , 'Ian Paul']                                                                                                                                                                                                                                                                                                                                                            
1834                ,12955               ,['Data base management']                                                                            
0                   ,12957               ,1981-10-30                                                                                          
1835                ,12968               ,['Ghost stories']                                                                                   
1836                ,12972               ,['Hindu ethics']                                                                                    
1837                ,12975               , 'James D. Slotta'
1838                ,12977               ,['Animals in art']                                                                                  
0                   ,12978               ,2019-05-03                                                                                          
0                   ,12979               , listing over 3800 ... Deserve? (On CD-ROM. PC & Mac compatible)                                                                                                                                                                                                                                                                                                                
1839                ,12983               ,['Aristocracy (Social class)']                                                                      
1840                ,12989               ,['Samoan fiction']                                                                                  
1841                ,12991               ,['Peter Burgess'
1842                ,12993               ,['Electrical engineering']                                                                          
1843                ,12995               ,['Information retrieval']                                                                           
0                   ,12999               ,2014-08-19                                                                                          
0                   ,13003               , 'John Rink']                                                                                                                                                                                                                                                                                                                                         
1844                ,13006               ,["Alzheimer's disease"]                                                                             
1845                ,13007               ,['Yosemite National Park (Calif.)']                                                                 
1846                ,13014               ,["Children's parties"]                                                                              
1847                ,13015               ,Stanford University Press                                                                           
1848                ,13020               ,Workman Publishing                                                                                  
0                   ,13022               ,1991-01                                                                                             
0                   ,13023               ,2015-02-01                                                                                          
1849                ,13026               , and Amy
0                   ,13027               , 'Howard Bruce Franklin']                                                                                                                                                                                                                                                                                                                        
1850                ,13048               ,['Labor unions']                                                                                    
1851                ,13051               , 'Sandra H. Johnson'
1852                ,13053               ,['Bildungsromans']                                                                                  
1853                ,13054               ,['Abused women']                                                                                    
1854                ,13055               ,['Blizzards']                                                                                       
0                   ,13056               ,1999-06-01                                                                                          
1855                ,13059               ,['Bodybuilding']                                                                                    
1856                ,13060               ,['Cookware']                                                                                        
0                   ,13061               ,2011-07-01                                                                                          
0                   ,13068               , 'Sarbori R. Bhattacharya']                                                                                                                                                                                                                                                                                                                          
1857                ,13080               ,['Bookbinding']                                                                                     
1858                ,13084               ,Vintage                                                                                             
1859                ,13093               ,Urban Land Inst                                                                                     
1860                ,13101               ,['Swiss drama (German)']                                                                            
0                   ,13103               ,2011-05                                                                                             
1861                ,13114               ,['Anglo-French War
0                   ,13117               ,1818                                                                                                
1862                ,13121               ,DigiCat                                                                                             
0                   ,13125               ,2020-11-05                                                                                          
1863                ,13130               ,['Concord']                                                                                         
1864                ,13132               ,['Oriental philology']                                                                              
0                   ,13139               ,1990-10-15                                                                                          
0                   ,13140               ,2016-11-03                                                                                          
0                   ,13145               ,2021-02-02                                                                                          
0                   ,13150               ,2005-01-30                                                                                          
0                   ,13153               ,2010-06-15                                                                                          
1865                ,13156               ,['Amusements']                                                                                      
0                   ,13159               , 'Jo Doezema']                                                                                                                                                                                                                                                                                                                                                                               
1866                ,13160               , Publicist
0                   ,13174               ,2006-02-23                                                                                          
1867                ,13180               ,['Psychology
1868                ,13186               ,['Arizona']                                                                                         
1869                ,13192               ,['Spiritual life']                                                                                  
1870                ,13198               ,['Drama
1871                ,13200               ,University of Georgia Press                                                                         
0                   ,13204               ,2018-06-11                                                                                          
0                   ,13207               ,2014-02-14                                                                                          
0                   ,13209               ,2015-02-02                                                                                          
0                   ,13212               ,2006-06-01                                                                                          
1872                ,13219               ,['Stan Posner'
1873                ,13223               ,['Territorial waters']                                                                              
0                   ,13227               , 'David Penn']                                                                                                                                                                                                                                                                                                                                                                                    
1874                ,13235               ,['Soviet Union']                                                                                    
1875                ,13241               , 'Professor Paul Johnson'
0                   ,13246               ,1995-03-15                                                                                          
1876                ,13252               ,['Maple Canyon (Sanpete County
0                   ,13257               , 'Daniel Burstein']                                                                                                                                                                                                                                                                                                                                                                              
1877                ,13259               ,['Bullies']                                                                                         
1878                ,13263               ,['Military research']                                                                               
0                   ,13277               , 'Vibhooti Shukla Professor of Economics and Political Economy Todd Sandler']                                                                                                                                                                                                                                                                                                                   
1879                ,13278               , 'L. Michael Griffel'
1880                ,13285               ,['Mesmerism']                                                                                       
1881                ,13293               ,['Caulfield
1882                ,13298               ,['Papacy']                                                                                          
0                   ,13305               ,['Molecular biology -- v.236. Plant functional genomics -- v.237. G protein signaling -- v.238. Biopolymer methods in tissue engineering -- v.239. Cell migration in inflammation and immunity -- v.240. Mammalian artificial chromosomes -- v.241. Cell cycle checkpoint control protocols -- v.242. Atomic force microscopy -- v.243. Chiral separations: Methods and protocols -- v.244. Protein purification protocols -- v.245-6. Gene delivery to mammalian cells -- v.247. Drosophila cytogenetics protocols -- v.248. Antibody engineering -- v.249. Cytokine protocols -- v.251. HPLC of peptides and proteins: Methods and protocols -- v.265. RNA interference
0                   ,13307               ,2017-06-20                                                                                          
1883                ,13314               ,['Acid rain']                                                                                       
1884                ,13322               ,Little Brown & Company                                                                              
1885                ,13323               , 'Marianne Corey'
0                   ,13324               ,2001-10-15                                                                                          
1886                ,13331               ,['Automobile rallies']                                                                              
1887                ,13335               , 'B. Donèche'
0                   ,13338               ,2006-06-06                                                                                          
1888                ,13347               , 'Sandra Heath'
0                   ,13354               , 'Jesse Stuart Foundation']                                                                                                                                                                                                                                                                                                                   
0                   ,13357               ,2001-08-20                                                                                          
1889                ,13358               ,['Low-carbohydrate diet']                                                                           
0                   ,13362               , 'Beka Book Publications (Firm)']                                                                                                                                                                                                                                                                                                                                                               
1890                ,13363               ,['Mental health services']                                                                          
0                   ,13367               ,2014-01-23                                                                                          
0                   ,13370               ,2007-09-01                                                                                          
1891                ,13372               ,['Embryology
1892                ,13381               ,['Boundary value problems']                                                                         
0                   ,13383               ,2006-11-14                                                                                          
1893                ,13388               , Parrots
1894                ,13398               ,['Kosovo War
1895                ,13400               ,['Photographic interpretation']                                                                     
0                   ,13401               ,2013-10                                                                                             
0                   ,13403               , 'Lennert Savenije']                                                                                                                                                                                                                                                                                                                                                           
0                   ,13405               ,2006-01-31                                                                                          
1896                ,13408               ,['Hieroglyphics']                                                                                   
0                   ,13410               , 'Bob Dancer']                                                                                                                                                                                                                                                                                                                                                                
1897                ,13412               , 'Wright Bolander'
1898                ,13417               ,['Battles']                                                                                         
0                   ,13419               ,2004-01-02                                                                                          
0                   ,13421               , 'Kathryn Woodward']                                                                                                                                                                                                                                                                                                                                            
0                   ,13429               ,2006-04-07                                                                                          
1899                ,13433               ,Calder Publications Limited                                                                         
0                   ,13434               ,1981-01-01                                                                                          
0                   ,13440               ,1908                                                                                                
0                   ,13447               ,1997-09-30                                                                                          
1900                ,13450               ,['Black Hawk War
0                   ,13451               ,1993-08                                                                                             
1901                ,13452               ,['Community life']                                                                                  
1902                ,13453               ,Bnpublishing.Com                                                                                    
1903                ,13454               ,['Fathers']                                                                                         
0                   ,13457               ,2019-05                                                                                             
0                   ,13464               ,2003-12                                                                                             
0                   ,13469               ,2005-03-08                                                                                          
0                   ,13471               ,2001-01                                                                                             
0                   ,13472               ,2018-02-12                                                                                          
1904                ,13475               ,['Athlétisme - États-Unis - Entraînement']                                                          
1905                ,13477               ,In the Beginning Quilts Incorporated                                                                
0                   ,13484               ,2006-11-07                                                                                          
0                   ,13490               ,2016-05-24                                                                                          
1906                ,13496               ,Cune Press                                                                                          
0                   ,13497               ,['Doris Southard']                                                                                                                                                                                                                                                                                                                                                                                              
0                   ,13500               , 'William C. Mayer']                                                                                                                                                                                                                                                                                                                                              
1907                ,13502               ,City Lights Books                                                                                   
